procurement_id,issuing_agency,agency_type,agency_location,country,contract_title,contract_category,naics_code,estimated_contract_value,incumbent_vendor,contract_duration,bid_open_date,bid_close_date,renewal_date,last_award_date,submission_requirements,procurement_portal,contact_email,contact_phone,vendor_dependencies,operational_weakness,automation_opportunity,recurring_revenue_potential,prime_pathwy_priority,data_date,source
PROC-00720,Toronto Transit Commission (TTC) — Procurement,Transit,"Toronto, ON",CA,Construction & Facility Renovation Services — Toronto Transit Commission (TTC),Construction & Renovation,541512,"$5,000,000–$10,000,000",Local Independent Vendor,5 Years + 2 Options,2026-06-30,2026-11-11,2027-01-29,2026-03-25,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.ttc.ca/doing-business-with-ttc,procurement@ttc.ca,+1 (416) 393-4000,Primary: Local Independent Vendor; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$10,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00721,Province of Ontario — Ontario Shared Services,Provincial,"Toronto, ON",CA,Temporary Staffing & Workforce Solutions — Province of Ontario,Staffing & Temporary Labor,541512,"$10,000,000–$25,000,000",Pitney Bowes Inc.,1 Year,2026-06-28,2026-08-13,2027-02-10,2025-12-23,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.ontario.ca/page/doing-business-government,oss.procurement@ontario.ca,+1 (416) 326-1234,Primary: Pitney Bowes Inc.; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Paper timesheets — digital workforce management opportunity,"$15,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00722,NSW Government — eTendering,State,"Sydney, NSW",AU,Records Management & Document Digitization Services — NSW Government,Records Management & Digitization,238320,"$500,000–$1,000,000",CACI International,5 Years,2026-08-20,2026-07-15,2027-12-29,2025-03-06,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://tenders.nsw.gov.au,procurement@treasury.nsw.gov.au,+61 2 9228 4000,Primary: CACI International; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00725,Highways England (National Highways),Infrastructure,"Birmingham, ENG",UK,Healthcare Facility Support Services — Highways England (National Highways),Healthcare Support Services,493110,"$5,000,000–$10,000,000",Adecco Group,1 Year,2026-08-21,2026-10-09,2026-10-10,2024-11-01,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://nationalhighways.co.uk/industry-information/procurement/,procurement@nationalhighways.co.uk,+44 300 123 5000,Primary: Adecco Group; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$5,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00729,Ministry of Defence (MOD) — Defence Equipment & Support,Federal/Defence,"Bristol, ENG",UK,Temporary Staffing & Workforce Solutions — Ministry of Defence (MOD),Staffing & Temporary Labor,541512,"$1,000,000–$2,500,000",Aramark Corporation,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-08-25,2026-09-16,2027-04-29,2026-03-09,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.gov.uk/government/organisations/defence-equipment-and-support,des-procurement@mod.gov.uk,+44 306 770 0000,Primary: Aramark Corporation; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$7,500/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00732,Victorian Government — Tenders VIC,State,"Melbourne, VIC",AU,Facilities Maintenance & Repair Services — Victorian Government,Facilities Maintenance & Repair,561720,"$75,000–$150,000",CACI International,5 Years + 2 Options,2026-09-01,2026-10-03,2028-05-09,2025-03-01,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.tenders.vic.gov.au,procurement@dtf.vic.gov.au,+61 3 9651 5111,Primary: CACI International; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Manual scheduling of recurring services — automation ROI 300%+,"$2,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00733,Public Services and Procurement Canada (PSPC),Federal,"Ottawa, ON",CA,Professional Consulting Services — Public Services and Procurement Canada (PSPC),Consulting & Professional Services,561720,"$25,000,000+",Local Independent Vendor,3 Years,2026-06-22,2026-07-31,2027-10-04,2024-12-18,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://buyandsell.gc.ca,pspc.procurement@tpsgc-pwgsc.gc.ca,+1 (800) 811-1148,Primary: Local Independent Vendor; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Paper timesheets — digital workforce management opportunity,"$2,500/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00736,Province of British Columbia — BC Bid,Provincial,"Victoria, BC",CA,Construction & Facility Renovation Services — Province of British Columbia,Construction & Renovation,484110,"$5,000,000–$10,000,000",Adecco Group,3 Years + 2 Options,2026-08-01,2026-09-01,2027-04-10,2025-08-08,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.bcbid.gov.bc.ca,bcbid@gov.bc.ca,+1 (250) 387-7000,Primary: Adecco Group; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00737,City of Vancouver — Procurement Services,Municipal,"Vancouver, BC",CA,Construction & Facility Renovation Services — City of Vancouver,Construction & Renovation,541513,"$300,000–$500,000",Coverall Holding Company,1 Year + 4 Options,2026-06-26,2026-10-16,2028-01-14,2024-06-28,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://vancouver.ca/doing-business/procurement.aspx,procurement@vancouver.ca,+1 (604) 873-7000,Primary: Coverall Holding Company; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$10,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00738,Toronto Transit Commission (TTC) — Procurement,Transit,"Toronto, ON",CA,Facilities Maintenance & Repair Services — Toronto Transit Commission (TTC),Facilities Maintenance & Repair,561720,"$5,000,000–$10,000,000",Pitney Bowes Inc.,5 Years,2026-09-23,2026-08-10,2027-06-21,2024-09-25,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.ttc.ca/doing-business-with-ttc,procurement@ttc.ca,+1 (416) 393-4000,Primary: Pitney Bowes Inc.; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$50,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00744,Greater Vancouver Transit Authority (TransLink),Transit,"Burnaby, BC",CA,Uniformed Security Guard Services — Greater Vancouver Transit Authority (TransLink),Security Guard Services,561612,"$150,000–$300,000",ServiceMaster Clean,1 Year + 4 Options,2026-07-16,2026-08-06,2028-05-09,2026-01-16,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.translink.ca/about-translink/doing-business-with-translink,procurement@translink.ca,+1 (778) 375-7500,Primary: ServiceMaster Clean; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$5,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00746,Transport for NSW,Transit/Infrastructure,"Sydney, NSW",AU,Transportation & Logistics Services — Transport for NSW,Transportation & Logistics,561720,"$10,000,000–$25,000,000",Local Independent Vendor,5 Years,2026-09-25,2026-09-30,2027-08-24,2026-01-13,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.transport.nsw.gov.au/industry-and-business/procurement,procurement@transport.nsw.gov.au,+61 2 8202 2200,Primary: Local Independent Vendor; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$2,500/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00750,NSW Government — eTendering,State,"Sydney, NSW",AU,Grounds Maintenance & Landscaping Services — NSW Government,Landscaping & Grounds Maintenance,561612,"$25,000,000+",Waste Management Inc.,3 Years + 2 Options,2026-07-07,2026-08-15,2026-10-27,2025-01-26,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://tenders.nsw.gov.au,procurement@treasury.nsw.gov.au,+61 2 9228 4000,Primary: Waste Management Inc.; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$15,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00754,Province of British Columbia — BC Bid,Provincial,"Victoria, BC",CA,Professional Consulting Services — Province of British Columbia,Consulting & Professional Services,562111,"$10,000,000–$25,000,000",Jan-Pro Franchising International,2 Years,2026-07-03,2026-10-07,2028-03-30,2025-12-10,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.bcbid.gov.bc.ca,bcbid@gov.bc.ca,+1 (250) 387-7000,Primary: Jan-Pro Franchising International; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$2,500/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00756,Province of British Columbia — BC Bid,Provincial,"Victoria, BC",CA,Construction & Facility Renovation Services — Province of British Columbia,Construction & Renovation,561730,"$2,500,000–$5,000,000",Jacobs Engineering Group,3 Years + 2 Options,2026-06-23,2026-08-22,2027-09-02,2024-11-13,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.bcbid.gov.bc.ca,bcbid@gov.bc.ca,+1 (250) 387-7000,Primary: Jacobs Engineering Group; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00761,City of Melbourne — Procurement,Municipal,"Melbourne, VIC",AU,Healthcare Facility Support Services — City of Melbourne,Healthcare Support Services,541512,"$10,000,000–$25,000,000",Kforce Inc.,2 Years,2026-07-13,2026-10-03,2027-10-19,2025-10-07,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.melbourne.vic.gov.au/business/tenders-and-contracts,procurement@melbourne.vic.gov.au,+61 3 9658 9658,Primary: Kforce Inc.; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$10,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00762,Transport for NSW,Transit/Infrastructure,"Sydney, NSW",AU,HVAC Maintenance & Mechanical Services — Transport for NSW,HVAC & Mechanical Services,541512,"$150,000–$300,000",Adecco Group,1 Year,2026-07-03,2026-10-26,2028-02-03,2026-03-11,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.transport.nsw.gov.au/industry-and-business/procurement,procurement@transport.nsw.gov.au,+61 2 8202 2200,Primary: Adecco Group; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$15,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00764,Province of Ontario — Ontario Shared Services,Provincial,"Toronto, ON",CA,HVAC Maintenance & Mechanical Services — Province of Ontario,HVAC & Mechanical Services,561710,"$1,000,000–$2,500,000",Leidos Holdings Inc.,5 Years,2026-06-27,2026-08-14,2027-07-20,2025-11-25,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.ontario.ca/page/doing-business-government,oss.procurement@ontario.ca,+1 (416) 326-1234,Primary: Leidos Holdings Inc.; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$2,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00766,City of Vancouver — Procurement Services,Municipal,"Vancouver, BC",CA,Facilities Maintenance & Repair Services — City of Vancouver,Facilities Maintenance & Repair,561612,"$25,000,000+",ManTech International,1 Year + 4 Options,2026-08-09,2026-11-23,2027-01-31,2024-12-14,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://vancouver.ca/doing-business/procurement.aspx,procurement@vancouver.ca,+1 (604) 873-7000,Primary: ManTech International; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$2,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00767,Victorian Government — Tenders VIC,State,"Melbourne, VIC",AU,Uniformed Security Guard Services — Victorian Government,Security Guard Services,561730,"$10,000,000–$25,000,000",Jan-Pro Franchising International,1 Year + 4 Options,2026-09-23,2026-10-03,2028-04-05,2026-05-20,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.tenders.vic.gov.au,procurement@dtf.vic.gov.au,+61 3 9651 5111,Primary: Jan-Pro Franchising International; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$7,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00771,Province of Ontario — Ontario Shared Services,Provincial,"Toronto, ON",CA,Fleet Maintenance & Vehicle Repair Services — Province of Ontario,Fleet Maintenance & Vehicle Services,541513,"$150,000–$300,000",Fluor Corporation,3 Years + 2 Options,2026-06-17,2026-08-19,2027-11-26,2025-11-02,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.ontario.ca/page/doing-business-government,oss.procurement@ontario.ca,+1 (416) 326-1234,Primary: Fluor Corporation; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Email-based bid notifications — automated alert system opportunity,"$50,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00774,City of Sydney — Procurement,Municipal,"Sydney, NSW",AU,Debris Removal & Waste Hauling Services — City of Sydney,Debris Removal & Waste Management,561730,"$500,000–$1,000,000",ServiceMaster Clean,1 Year + 4 Options,2026-06-27,2026-09-01,2028-02-04,2024-12-12,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.cityofsydney.nsw.gov.au/council/doing-business-with-us,procurement@cityofsydney.nsw.gov.au,+61 2 9265 9333,Primary: ServiceMaster Clean; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Email-based bid notifications — automated alert system opportunity,"$7,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00777,Ministry of Defence (MOD) — Defence Equipment & Support,Federal/Defence,"Bristol, ENG",UK,AI & Process Automation Implementation Services — Ministry of Defence (MOD),AI & Automation Implementation,541513,"$10,000,000–$25,000,000",G4S Secure Solutions,5 Years,2026-07-31,2026-07-17,2027-12-20,2024-07-15,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.gov.uk/government/organisations/defence-equipment-and-support,des-procurement@mod.gov.uk,+44 306 770 0000,Primary: G4S Secure Solutions; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$7,500/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00778,London Borough of Southwark — Procurement,Municipal,"London, ENG",UK,Construction & Facility Renovation Services — London Borough of Southwark,Construction & Renovation,561710,"$2,500,000–$5,000,000",Sodexo USA,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-07-20,2026-08-11,2028-04-25,2026-04-08,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.southwark.gov.uk/business/procurement,procurement@southwark.gov.uk,+44 207 525 5000,Primary: Sodexo USA; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$5,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00779,City of Toronto — Purchasing and Materials Management,Municipal,"Toronto, ON",CA,Transportation & Logistics Services — City of Toronto,Transportation & Logistics,561710,"$75,000–$150,000",Adecco Group,5 Years,2026-07-06,2026-10-30,2027-05-19,2026-03-24,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.toronto.ca/business-economy/doing-business-with-the-city/purchasing-and-materials-management/,purchasing@toronto.ca,+1 (416) 392-7312,Primary: Adecco Group; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Email-based bid notifications — automated alert system opportunity,"$7,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00784,Greater Vancouver Transit Authority (TransLink),Transit,"Burnaby, BC",CA,Food Services & Catering Contract — Greater Vancouver Transit Authority (TransLink),Food Services & Catering,238320,"$5,000,000–$10,000,000",Manpower Group,2 Years,2026-09-25,2026-07-30,2026-11-15,2025-07-29,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.translink.ca/about-translink/doing-business-with-translink,procurement@translink.ca,+1 (778) 375-7500,Primary: Manpower Group; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$2,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00785,Province of British Columbia — BC Bid,Provincial,"Victoria, BC",CA,Grounds Maintenance & Landscaping Services — Province of British Columbia,Landscaping & Grounds Maintenance,541512,"$25,000,000+",Fluor Corporation,2 Years,2026-09-11,2026-09-20,2027-01-16,2025-12-16,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.bcbid.gov.bc.ca,bcbid@gov.bc.ca,+1 (250) 387-7000,Primary: Fluor Corporation; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Paper timesheets — digital workforce management opportunity,"$15,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00786,Crown Commercial Service (CCS),Central Government,"Liverpool, ENG",UK,Electrical Maintenance & Repair Services — Crown Commercial Service (CCS),Electrical Services,561730,"$75,000–$150,000",ABM Industries Inc.,1 Year,2026-07-26,2026-09-02,2026-09-05,2025-09-21,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.crowncommercial.gov.uk,info@crowncommercial.gov.uk,+44 345 410 2222,Primary: ABM Industries Inc.; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Manual scheduling of recurring services — automation ROI 300%+,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00788,City of Melbourne — Procurement,Municipal,"Melbourne, VIC",AU,Custodial Services Contract — City of Melbourne,Janitorial & Custodial Services,541513,"$500,000–$1,000,000",AECOM Technology Corp.,1 Year + 4 Options,2026-07-04,2026-10-26,2027-01-27,2024-05-31,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.melbourne.vic.gov.au/business/tenders-and-contracts,procurement@melbourne.vic.gov.au,+61 3 9658 9658,Primary: AECOM Technology Corp.; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$15,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00791,Crown Commercial Service (CCS),Central Government,"Liverpool, ENG",UK,Pest Control & Sanitation Services — Crown Commercial Service (CCS),Pest Control & Sanitation,541513,"$25,000–$75,000",Local Independent Vendor,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-06-13,2026-11-05,2028-01-01,2025-01-08,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.crowncommercial.gov.uk,info@crowncommercial.gov.uk,+44 345 410 2222,Primary: Local Independent Vendor; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00801,Public Services and Procurement Canada (PSPC),Federal,"Ottawa, ON",CA,Construction & Facility Renovation Services — Public Services and Procurement Canada (PSPC),Construction & Renovation,541512,"$300,000–$500,000",Kforce Inc.,3 Years,2026-09-25,2026-09-08,2026-12-07,2025-09-30,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://buyandsell.gc.ca,pspc.procurement@tpsgc-pwgsc.gc.ca,+1 (800) 811-1148,Primary: Kforce Inc.; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$15,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00802,City of Vancouver — Procurement Services,Municipal,"Vancouver, BC",CA,Grounds Maintenance & Landscaping Services — City of Vancouver,Landscaping & Grounds Maintenance,561612,"$150,000–$300,000",Jan-Pro Franchising International,3 Years,2026-08-16,2026-07-16,2026-10-13,2025-04-11,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://vancouver.ca/doing-business/procurement.aspx,procurement@vancouver.ca,+1 (604) 873-7000,Primary: Jan-Pro Franchising International; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$10,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00803,Birmingham City Council — Procurement,Municipal,"Birmingham, ENG",UK,Fleet Maintenance & Vehicle Repair Services — Birmingham City Council,Fleet Maintenance & Vehicle Services,561710,"$75,000–$150,000",CACI International,2 Years,2026-07-04,2026-09-23,2027-02-20,2024-07-14,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.birmingham.gov.uk/procurement,procurement@birmingham.gov.uk,+44 121 303 9944,Primary: CACI International; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Email-based bid notifications — automated alert system opportunity,"$15,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00809,AusTender — Australian Government Procurement,Federal,"Canberra, ACT",AU,Transportation & Logistics Services — AusTender,Transportation & Logistics,561612,"$10,000,000–$25,000,000",Pitney Bowes Inc.,3 Years,2026-08-01,2026-09-14,2027-12-18,2024-06-07,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.tenders.gov.au,austender@finance.gov.au,+61 2 6215 2222,Primary: Pitney Bowes Inc.; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00810,AusTender — Australian Government Procurement,Federal,"Canberra, ACT",AU,Healthcare Facility Support Services — AusTender,Healthcare Support Services,561720,"$2,500,000–$5,000,000",Aramark Corporation,3 Years,2026-06-22,2026-08-05,2027-10-17,2024-07-29,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.tenders.gov.au,austender@finance.gov.au,+61 2 6215 2222,Primary: Aramark Corporation; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$7,500/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00811,City of Calgary — Purchasing,Municipal,"Calgary, AB",CA,Uniformed Security Guard Services — City of Calgary,Security Guard Services,561730,"$150,000–$300,000",Parsons Corporation,3 Years + 2 Options,2026-07-26,2026-11-05,2027-07-09,2024-06-07,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.calgary.ca/business-economy/purchasing.html,purchasing@calgary.ca,+1 (403) 268-5311,Primary: Parsons Corporation; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$10,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00816,Province of Ontario — Ontario Shared Services,Provincial,"Toronto, ON",CA,Fleet Maintenance & Vehicle Repair Services — Province of Ontario,Fleet Maintenance & Vehicle Services,541512,"$150,000–$300,000",Allied Universal Security Services,5 Years,2026-06-14,2026-10-30,2028-05-07,2026-02-12,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.ontario.ca/page/doing-business-government,oss.procurement@ontario.ca,+1 (416) 326-1234,Primary: Allied Universal Security Services; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00817,Transport for London (TfL) — Procurement,Transit,"London, ENG",UK,AI & Process Automation Implementation Services — Transport for London (TfL),AI & Automation Implementation,484110,"$500,000–$1,000,000",G4S Secure Solutions,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-06-30,2026-08-17,2027-06-19,2024-08-14,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://tfl.gov.uk/info-for/suppliers/,procurement@tfl.gov.uk,+44 343 222 1234,Primary: G4S Secure Solutions; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$10,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00818,Highways England (National Highways),Infrastructure,"Birmingham, ENG",UK,Grounds Maintenance & Landscaping Services — Highways England (National Highways),Landscaping & Grounds Maintenance,484110,"$1,000,000–$2,500,000",Jan-Pro Franchising International,2 Years,2026-07-09,2026-08-17,2028-01-01,2026-01-26,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://nationalhighways.co.uk/industry-information/procurement/,procurement@nationalhighways.co.uk,+44 300 123 5000,Primary: Jan-Pro Franchising International; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$2,500/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
