procurement_id,issuing_agency,agency_type,agency_location,country,contract_title,contract_category,naics_code,estimated_contract_value,incumbent_vendor,contract_duration,bid_open_date,bid_close_date,renewal_date,last_award_date,submission_requirements,procurement_portal,contact_email,contact_phone,vendor_dependencies,operational_weakness,automation_opportunity,recurring_revenue_potential,prime_pathwy_priority,data_date,source
PROC-00402,Bay Area Rapid Transit (BART),Transit Authority,"Oakland, CA",US,Environmental Compliance & Remediation Services — Bay Area Rapid Transit (BART),Environmental Compliance Services,484110,"$75,000–$150,000",Recall Holdings,1 Year + 4 Options,2026-07-22,2026-08-14,2028-05-12,2025-07-12,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.bart.gov/about/business/bids,procurement@bart.gov,(510) 464-6000,Primary: Recall Holdings; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$5,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00411,California Department of Corrections (CDCR),State,"Sacramento, CA",US,Construction & Facility Renovation Services — California Department of Corrections (CDCR),Construction & Renovation,493110,"$150,000–$300,000",Coverall Holding Company,3 Years + 2 Options,2026-06-14,2026-10-19,2027-10-26,2025-01-19,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.cdcr.ca.gov/procurement/,cdcr.procurement@cdcr.ca.gov,(916) 445-7682,Primary: Coverall Holding Company; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual contract renewal tracking — automated renewal system opportunity,"$10,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00412,California Department of Transportation (Caltrans),State,"Sacramento, CA",US,Electrical Maintenance & Repair Services — California Department of Transportation (Caltrans),Electrical Services,541513,"$25,000,000+",Leidos Holdings Inc.,2 Years,2026-08-19,2026-11-04,2028-03-27,2025-12-09,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://dot.ca.gov/programs/construction/contractor-resources,caltrans.contracts@dot.ca.gov,(916) 654-5266,Primary: Leidos Holdings Inc.; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Spreadsheet-based vendor management — CRM integration opportunity,"$25,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00415,City of Fairfield — Purchasing,Municipal,"Fairfield, CA",US,Fleet Maintenance & Vehicle Repair Services — City of Fairfield,Fleet Maintenance & Vehicle Services,561612,"$25,000–$75,000",Manpower Group,1 Year + 4 Options,2026-09-25,2026-09-10,2027-11-04,2024-08-18,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.fairfieldplanroom.com/projects/public,purchasing@fairfield.ca.gov,(707) 428-7495,Primary: Manpower Group; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual contract renewal tracking — automated renewal system opportunity,"$5,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00420,Los Angeles Unified School District (LAUSD),School District,"Los Angeles, CA",US,IT Infrastructure & Managed Services Contract — Los Angeles Unified School District (LAUSD),IT Infrastructure & Managed Services,541512,"$25,000–$75,000",CACI International,1 Year,2026-08-14,2026-11-01,2026-10-06,2026-05-18,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://achieve.lausd.net/Page/1068,procurement@lausd.net,(213) 241-1000,Primary: CACI International; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$2,500/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00421,City of Fairfield — Purchasing,Municipal,"Fairfield, CA",US,Records Management & Document Digitization Services — City of Fairfield,Records Management & Digitization,238320,"$25,000–$75,000",Jan-Pro Franchising International,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-06-23,2026-09-05,2027-04-22,2025-01-31,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.fairfieldplanroom.com/projects/public,purchasing@fairfield.ca.gov,(707) 428-7495,Primary: Jan-Pro Franchising International; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$10,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00424,Port of Oakland,Port Authority,"Oakland, CA",US,Transportation & Logistics Services — Port of Oakland,Transportation & Logistics,561730,"$75,000–$150,000",Unknown/No Incumbent,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-08-25,2026-09-15,2026-10-13,2025-03-19,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.portofoakland.com/business/procurement/,procurement@portofoakland.com,(510) 627-1100,Primary: Unknown/No Incumbent; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00426,California Department of Corrections (CDCR),State,"Sacramento, CA",US,Electrical Maintenance & Repair Services — California Department of Corrections (CDCR),Electrical Services,561730,"$10,000,000–$25,000,000",Xerox Corporation,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-06-18,2026-10-02,2027-04-28,2025-02-23,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.cdcr.ca.gov/procurement/,cdcr.procurement@cdcr.ca.gov,(916) 445-7682,Primary: Xerox Corporation; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Manual contract renewal tracking — automated renewal system opportunity,"$5,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00427,Los Angeles Unified School District (LAUSD),School District,"Los Angeles, CA",US,HVAC Maintenance & Mechanical Services — Los Angeles Unified School District (LAUSD),HVAC & Mechanical Services,541512,"$5,000,000–$10,000,000",Waste Management Inc.,5 Years,2026-09-23,2026-11-15,2027-02-20,2025-10-15,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://achieve.lausd.net/Page/1068,procurement@lausd.net,(213) 241-1000,Primary: Waste Management Inc.; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$7,500/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00429,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,IT Infrastructure & Managed Services Contract — San Francisco Municipal Transportation Agency (SFMTA),IT Infrastructure & Managed Services,238320,"$2,500,000–$5,000,000",Cintas Corporation,3 Years + 2 Options,2026-06-29,2026-11-03,2027-01-18,2026-01-28,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Cintas Corporation; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00446,Port of Oakland,Port Authority,"Oakland, CA",US,Grounds Maintenance & Landscaping Services — Port of Oakland,Landscaping & Grounds Maintenance,561720,"$10,000,000–$25,000,000",Pitney Bowes Inc.,1 Year + 4 Options,2026-09-04,2026-10-30,2027-03-27,2025-08-09,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.portofoakland.com/business/procurement/,procurement@portofoakland.com,(510) 627-1100,Primary: Pitney Bowes Inc.; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Spreadsheet-based vendor management — CRM integration opportunity,"$15,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00447,University of California System (UC),State/University,"Oakland, CA",US,Uniformed Security Guard Services — University of California System (UC),Security Guard Services,541513,"$10,000,000–$25,000,000",ABM Industries Inc.,2 Years,2026-07-01,2026-07-29,2027-07-05,2024-10-01,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://procurement.universityofcalifornia.edu,uc.procurement@ucop.edu,(510) 987-9074,Primary: ABM Industries Inc.; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Email-based bid notifications — automated alert system opportunity,"$5,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00448,Alameda County — GSA Purchasing,County,"Oakland, CA",US,Facilities Maintenance & Repair Services — Alameda County,Facilities Maintenance & Repair,541512,"$5,000,000–$10,000,000",Adecco Group,2 Years,2026-07-25,2026-08-04,2028-04-13,2025-09-01,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://gsa.acgov.org/purchasing/,purchasing@acgov.org,(510) 208-9600,Primary: Adecco Group; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$15,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00449,Alameda County — GSA Purchasing,County,"Oakland, CA",US,Custodial Services Contract — Alameda County,Janitorial & Custodial Services,561612,"$10,000,000–$25,000,000",Booz Allen Hamilton,2 Years,2026-07-28,2026-11-14,2027-06-10,2025-02-23,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://gsa.acgov.org/purchasing/,purchasing@acgov.org,(510) 208-9600,Primary: Booz Allen Hamilton; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$15,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00452,City of Fairfield — Purchasing,Municipal,"Fairfield, CA",US,Facilities Maintenance & Repair Services — City of Fairfield,Facilities Maintenance & Repair,562111,"$5,000,000–$10,000,000",Adecco Group,1 Year,2026-07-01,2026-08-23,2026-12-13,2025-04-27,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.fairfieldplanroom.com/projects/public,purchasing@fairfield.ca.gov,(707) 428-7495,Primary: Adecco Group; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Paper timesheets — digital workforce management opportunity,"$7,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00459,Port of Los Angeles,Port Authority,"Los Angeles, CA",US,Temporary Staffing & Workforce Solutions — Port of Los Angeles,Staffing & Temporary Labor,493110,"$10,000,000–$25,000,000",Clean Harbors Inc.,2 Years,2026-08-06,2026-07-18,2027-06-16,2025-06-06,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.portoflosangeles.org/business/procurement,procurement@portla.org,(310) 732-3508,Primary: Clean Harbors Inc.; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Manual contract renewal tracking — automated renewal system opportunity,"$15,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00460,Los Angeles Unified School District (LAUSD),School District,"Los Angeles, CA",US,Electrical Maintenance & Repair Services — Los Angeles Unified School District (LAUSD),Electrical Services,541512,"$25,000,000+",Clean Harbors Inc.,3 Years,2026-08-17,2026-08-04,2027-12-29,2026-05-28,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://achieve.lausd.net/Page/1068,procurement@lausd.net,(213) 241-1000,Primary: Clean Harbors Inc.; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$7,500/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00461,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,HVAC Maintenance & Mechanical Services — San Francisco Municipal Transportation Agency (SFMTA),HVAC & Mechanical Services,493110,"$25,000–$75,000",Iron Mountain Inc.,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-06-28,2026-11-04,2028-03-22,2026-03-27,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Iron Mountain Inc.; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$5,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00466,City of Benicia — Finance Department,Municipal,"Benicia, CA",US,Custodial Services Contract — City of Benicia,Janitorial & Custodial Services,561710,"$1,000,000–$2,500,000",Jan-Pro Franchising International,3 Years,2026-07-31,2026-09-01,2028-04-15,2025-11-16,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://procurement.opengov.com/portal/embed/beniciaca/project-list,JTschudi@ci.benicia.ca.us,(707) 746-4225,Primary: Jan-Pro Franchising International; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual scheduling of recurring services — automation ROI 300%+,"$25,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00468,Solano County — Purchasing Services,County,"Fairfield, CA",US,Electrical Maintenance & Repair Services — Solano County,Electrical Services,561612,"$25,000,000+",Securitas Security Services USA,3 Years,2026-07-11,2026-08-01,2027-07-13,2024-12-05,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.solanocounty.com/depts/csa/purchasing/,purchasing@solanocounty.com,(707) 784-6100,Primary: Securitas Security Services USA; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Email-based bid notifications — automated alert system opportunity,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00473,Port of Los Angeles,Port Authority,"Los Angeles, CA",US,Records Management & Document Digitization Services — Port of Los Angeles,Records Management & Digitization,561720,"$25,000,000+",Adecco Group,2 Years,2026-06-18,2026-09-21,2027-12-01,2025-08-23,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.portoflosangeles.org/business/procurement,procurement@portla.org,(310) 732-3508,Primary: Adecco Group; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$2,500/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00480,City of Fairfield — Purchasing,Municipal,"Fairfield, CA",US,Construction & Facility Renovation Services — City of Fairfield,Construction & Renovation,561710,"$25,000–$75,000",Parsons Corporation,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-08-01,2026-10-11,2028-05-14,2024-06-07,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.fairfieldplanroom.com/projects/public,purchasing@fairfield.ca.gov,(707) 428-7495,Primary: Parsons Corporation; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Spreadsheet-based vendor management — CRM integration opportunity,"$25,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00488,California Department of Education (CDE),State,"Sacramento, CA",US,Healthcare Facility Support Services — California Department of Education (CDE),Healthcare Support Services,561730,"$1,000,000–$2,500,000",Clean Harbors Inc.,3 Years + 2 Options,2026-09-15,2026-09-18,2026-10-02,2024-07-14,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.cde.ca.gov/re/di/oi/,cde.procurement@cde.ca.gov,(916) 319-0800,Primary: Clean Harbors Inc.; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Email-based bid notifications — automated alert system opportunity,"$2,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00489,Bay Area Rapid Transit (BART),Transit Authority,"Oakland, CA",US,Public Works & Infrastructure Maintenance — Bay Area Rapid Transit (BART),Public Works & Infrastructure,561730,"$75,000–$150,000",ServiceMaster Clean,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-09-26,2026-10-30,2026-12-28,2025-06-02,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.bart.gov/about/business/bids,procurement@bart.gov,(510) 464-6000,Primary: ServiceMaster Clean; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$10,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00490,California Department of General Services (DGS),State,"Sacramento, CA",US,Public Works & Infrastructure Maintenance — California Department of General Services (DGS),Public Works & Infrastructure,493110,"$25,000,000+",ServiceMaster Clean,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-08-21,2026-10-29,2027-11-04,2024-08-21,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.dgs.ca.gov/PD,dgs.procurement@dgs.ca.gov,(916) 376-5000,Primary: ServiceMaster Clean; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$5,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00491,California Department of General Services (DGS),State,"Sacramento, CA",US,Uniformed Security Guard Services — California Department of General Services (DGS),Security Guard Services,561730,"$5,000,000–$10,000,000",Booz Allen Hamilton,1 Year,2026-06-20,2026-09-22,2027-06-30,2025-02-04,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.dgs.ca.gov/PD,dgs.procurement@dgs.ca.gov,(916) 376-5000,Primary: Booz Allen Hamilton; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$5,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00494,Port of Oakland,Port Authority,"Oakland, CA",US,Construction & Facility Renovation Services — Port of Oakland,Construction & Renovation,541513,"$75,000–$150,000",Coverall Holding Company,5 Years + 2 Options,2026-08-08,2026-08-29,2027-08-02,2025-07-23,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.portofoakland.com/business/procurement/,procurement@portofoakland.com,(510) 627-1100,Primary: Coverall Holding Company; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual invoice processing — AI automation saves 40+ hours/month,"$2,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00499,Alameda County — GSA Purchasing,County,"Oakland, CA",US,Construction & Facility Renovation Services — Alameda County,Construction & Renovation,561730,"$10,000,000–$25,000,000",Pitney Bowes Inc.,2 Years,2026-09-12,2026-08-17,2027-07-26,2026-05-16,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://gsa.acgov.org/purchasing/,purchasing@acgov.org,(510) 208-9600,Primary: Pitney Bowes Inc.; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$7,500/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00502,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Professional Consulting Services — San Francisco Municipal Transportation Agency (SFMTA),Consulting & Professional Services,561710,"$1,000,000–$2,500,000",Jacobs Engineering Group,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-08-27,2026-08-24,2026-09-20,2025-04-25,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Jacobs Engineering Group; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$50,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00503,Los Angeles Unified School District (LAUSD),School District,"Los Angeles, CA",US,Records Management & Document Digitization Services — Los Angeles Unified School District (LAUSD),Records Management & Digitization,561720,"$25,000,000+",Stericycle Inc.,5 Years,2026-07-06,2026-11-06,2026-11-24,2025-01-15,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://achieve.lausd.net/Page/1068,procurement@lausd.net,(213) 241-1000,Primary: Stericycle Inc.; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Manual invoice processing — AI automation saves 40+ hours/month,"$5,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00506,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Public Works & Infrastructure Maintenance — San Francisco Municipal Transportation Agency (SFMTA),Public Works & Infrastructure,541512,"$25,000,000+",Xerox Corporation,3 Years + 2 Options,2026-07-29,2026-11-21,2026-11-10,2024-12-20,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Xerox Corporation; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Email-based bid notifications — automated alert system opportunity,"$5,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00507,Los Angeles Unified School District (LAUSD),School District,"Los Angeles, CA",US,Uniformed Security Guard Services — Los Angeles Unified School District (LAUSD),Security Guard Services,561612,"$25,000,000+",Recall Holdings,1 Year + 4 Options,2026-06-12,2026-10-30,2026-08-28,2026-03-30,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://achieve.lausd.net/Page/1068,procurement@lausd.net,(213) 241-1000,Primary: Recall Holdings; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$5,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00508,City of Fairfield — Purchasing,Municipal,"Fairfield, CA",US,Debris Removal & Waste Hauling Services — City of Fairfield,Debris Removal & Waste Management,561710,"$2,500,000–$5,000,000",Booz Allen Hamilton,3 Years,2026-09-26,2026-09-20,2027-02-07,2025-11-29,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.fairfieldplanroom.com/projects/public,purchasing@fairfield.ca.gov,(707) 428-7495,Primary: Booz Allen Hamilton; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Manual contract renewal tracking — automated renewal system opportunity,"$10,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00509,City of Fairfield — Purchasing,Municipal,"Fairfield, CA",US,Electrical Maintenance & Repair Services — City of Fairfield,Electrical Services,484110,"$1,000,000–$2,500,000",Waste Management Inc.,5 Years + 2 Options,2026-06-28,2026-10-02,2028-04-26,2025-05-30,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.fairfieldplanroom.com/projects/public,purchasing@fairfield.ca.gov,(707) 428-7495,Primary: Waste Management Inc.; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00515,City of Vacaville — Administrative Services,Municipal,"Vacaville, CA",US,Fleet Maintenance & Vehicle Repair Services — City of Vacaville,Fleet Maintenance & Vehicle Services,541513,"$150,000–$300,000",ABM Industries Inc.,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-07-01,2026-08-28,2027-05-25,2026-02-02,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.cityofvacaville.com/departments/administrative-services,purchasing@cityofvacaville.com,(707) 449-5100,Primary: ABM Industries Inc.; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$10,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00519,California Department of Transportation (Caltrans),State,"Sacramento, CA",US,Uniformed Security Guard Services — California Department of Transportation (Caltrans),Security Guard Services,493110,"$300,000–$500,000",Robert Half International,5 Years + 2 Options,2026-07-01,2026-08-08,2027-05-20,2025-10-15,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://dot.ca.gov/programs/construction/contractor-resources,caltrans.contracts@dot.ca.gov,(916) 654-5266,Primary: Robert Half International; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$15,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00523,California Department of Education (CDE),State,"Sacramento, CA",US,HVAC Maintenance & Mechanical Services — California Department of Education (CDE),HVAC & Mechanical Services,561730,"$25,000,000+",ABM Industries Inc.,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-06-18,2026-08-08,2027-06-24,2025-09-15,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.cde.ca.gov/re/di/oi/,cde.procurement@cde.ca.gov,(916) 319-0800,Primary: ABM Industries Inc.; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$2,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00526,Contra Costa County — Purchasing,County,"Martinez, CA",US,Debris Removal & Waste Hauling Services — Contra Costa County,Debris Removal & Waste Management,484110,"$25,000–$75,000",Jan-Pro Franchising International,5 Years + 2 Options,2026-08-24,2026-07-20,2026-12-20,2026-03-22,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.contracosta.ca.gov/1354/Purchasing,purchasing@contracosta.ca.gov,(925) 335-1050,Primary: Jan-Pro Franchising International; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$2,500/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00528,Solano County — Purchasing Services,County,"Fairfield, CA",US,AI & Process Automation Implementation Services — Solano County,AI & Automation Implementation,484110,"$5,000,000–$10,000,000",Leidos Holdings Inc.,3 Years,2026-08-20,2026-10-23,2027-05-05,2024-09-19,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.solanocounty.com/depts/csa/purchasing/,purchasing@solanocounty.com,(707) 784-6100,Primary: Leidos Holdings Inc.; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$5,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
