procurement_id,issuing_agency,agency_type,agency_location,country,contract_title,contract_category,naics_code,estimated_contract_value,incumbent_vendor,contract_duration,bid_open_date,bid_close_date,renewal_date,last_award_date,submission_requirements,procurement_portal,contact_email,contact_phone,vendor_dependencies,operational_weakness,automation_opportunity,recurring_revenue_potential,prime_pathwy_priority,data_date,source
PROC-00892,London Borough of Southwark — Procurement,Municipal,"London, ENG",UK,Transportation & Logistics Services — London Borough of Southwark,Transportation & Logistics,561710,"$2,500,000–$5,000,000",Manpower Group,5 Years + 2 Options,2026-07-09,2026-08-13,2027-05-16,2025-01-30,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.southwark.gov.uk/business/procurement,procurement@southwark.gov.uk,+44 207 525 5000,Primary: Manpower Group; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00893,Crown Commercial Service (CCS),Central Government,"Liverpool, ENG",UK,Grounds Maintenance & Landscaping Services — Crown Commercial Service (CCS),Landscaping & Grounds Maintenance,561710,"$300,000–$500,000",Local Independent Vendor,5 Years + 2 Options,2026-09-13,2026-11-02,2027-08-15,2026-01-20,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.crowncommercial.gov.uk,info@crowncommercial.gov.uk,+44 345 410 2222,Primary: Local Independent Vendor; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Paper timesheets — digital workforce management opportunity,"$5,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00894,California Department of Education (CDE),State,"Sacramento, CA",US,Professional Consulting Services — California Department of Education (CDE),Consulting & Professional Services,541512,"$1,000,000–$2,500,000",Sodexo USA,1 Year,2026-07-18,2026-10-01,2027-09-02,2026-02-05,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.cde.ca.gov/re/di/oi/,cde.procurement@cde.ca.gov,(916) 319-0800,Primary: Sodexo USA; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$10,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00897,City of Benicia — Finance Department,Municipal,"Benicia, CA",US,Records Management & Document Digitization Services — City of Benicia,Records Management & Digitization,561612,"$5,000,000–$10,000,000",Recall Holdings,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-06-16,2026-08-19,2027-01-30,2024-06-28,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://procurement.opengov.com/portal/embed/beniciaca/project-list,JTschudi@ci.benicia.ca.us,(707) 746-4225,Primary: Recall Holdings; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual scheduling of recurring services — automation ROI 300%+,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00910,NHS Supply Chain,Healthcare,"Alfreton, ENG",UK,Healthcare Facility Support Services — NHS Supply Chain,Healthcare Support Services,493110,"$25,000,000+",Coverall Holding Company,3 Years + 2 Options,2026-08-23,2026-09-11,2026-12-23,2025-05-12,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.nhssupplychain.nhs.uk,enquiries@nhssupplychain.nhs.uk,+44 345 600 8600,Primary: Coverall Holding Company; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00911,NASA — Procurement Division,Federal,"Washington, DC",US,Healthcare Facility Support Services — NASA,Healthcare Support Services,541513,"$75,000–$150,000",Local Independent Vendor,1 Year,2026-08-16,2026-10-06,2027-11-06,2024-09-28,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://procurement.nasa.gov,nasaprocure@nasa.gov,(202) 358-0000,Primary: Local Independent Vendor; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Paper timesheets — digital workforce management opportunity,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00915,Port of Oakland,Port Authority,"Oakland, CA",US,Fleet Maintenance & Vehicle Repair Services — Port of Oakland,Fleet Maintenance & Vehicle Services,561730,"$10,000,000–$25,000,000",G4S Secure Solutions,1 Year + 4 Options,2026-06-21,2026-08-27,2027-07-07,2025-05-06,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.portofoakland.com/business/procurement/,procurement@portofoakland.com,(510) 627-1100,Primary: G4S Secure Solutions; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Email-based bid notifications — automated alert system opportunity,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00922,Ministry of Defence (MOD) — Defence Equipment & Support,Federal/Defence,"Bristol, ENG",UK,Food Services & Catering Contract — Ministry of Defence (MOD),Food Services & Catering,561710,"$25,000,000+",Recall Holdings,5 Years,2026-08-04,2026-11-18,2027-02-16,2024-11-25,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.gov.uk/government/organisations/defence-equipment-and-support,des-procurement@mod.gov.uk,+44 306 770 0000,Primary: Recall Holdings; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$10,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00925,University of California System (UC),State/University,"Oakland, CA",US,IT Infrastructure & Managed Services Contract — University of California System (UC),IT Infrastructure & Managed Services,562111,"$75,000–$150,000",Waste Management Inc.,3 Years,2026-07-08,2026-07-13,2028-02-15,2025-12-20,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://procurement.universityofcalifornia.edu,uc.procurement@ucop.edu,(510) 987-9074,Primary: Waste Management Inc.; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Manual invoice processing — AI automation saves 40+ hours/month,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00926,City of Vallejo — Purchasing Division,Municipal,"Vallejo, CA",US,Debris Removal & Waste Hauling Services — City of Vallejo,Debris Removal & Waste Management,541513,"$1,000,000–$2,500,000",Booz Allen Hamilton,5 Years,2026-09-06,2026-08-22,2028-02-18,2024-07-07,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://vendors.planetbids.com/portal/42510/bo/bo-search,finance@cityofvallejo.net,(707) 648-4592,Primary: Booz Allen Hamilton; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Email-based bid notifications — automated alert system opportunity,"$15,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00932,California Department of Transportation (Caltrans),State,"Sacramento, CA",US,Records Management & Document Digitization Services — California Department of Transportation (Caltrans),Records Management & Digitization,541512,"$500,000–$1,000,000",Regional Service Provider,5 Years + 2 Options,2026-06-24,2026-08-26,2028-01-31,2024-08-22,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://dot.ca.gov/programs/construction/contractor-resources,caltrans.contracts@dot.ca.gov,(916) 654-5266,Primary: Regional Service Provider; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Spreadsheet-based vendor management — CRM integration opportunity,"$5,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00933,Contra Costa County — Purchasing,County,"Martinez, CA",US,Facilities Maintenance & Repair Services — Contra Costa County,Facilities Maintenance & Repair,561612,"$25,000–$75,000",Stericycle Inc.,5 Years,2026-06-26,2026-10-06,2026-12-29,2025-08-04,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.contracosta.ca.gov/1354/Purchasing,purchasing@contracosta.ca.gov,(925) 335-1050,Primary: Stericycle Inc.; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Manual invoice processing — AI automation saves 40+ hours/month,"$5,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00935,Victorian Government — Tenders VIC,State,"Melbourne, VIC",AU,Healthcare Facility Support Services — Victorian Government,Healthcare Support Services,541513,"$25,000,000+",Sodexo USA,3 Years + 2 Options,2026-08-11,2026-10-22,2028-03-22,2025-09-23,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.tenders.vic.gov.au,procurement@dtf.vic.gov.au,+61 3 9651 5111,Primary: Sodexo USA; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Manual scheduling of recurring services — automation ROI 300%+,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00943,Los Angeles Unified School District (LAUSD),School District,"Los Angeles, CA",US,Debris Removal & Waste Hauling Services — Los Angeles Unified School District (LAUSD),Debris Removal & Waste Management,541512,"$10,000,000–$25,000,000",Regional Service Provider,2 Years,2026-09-03,2026-10-21,2027-08-14,2025-09-25,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://achieve.lausd.net/Page/1068,procurement@lausd.net,(213) 241-1000,Primary: Regional Service Provider; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$7,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00944,US Army Corps of Engineers,Federal,"Washington, DC",US,Custodial Services Contract — US Army Corps of Engineers,Janitorial & Custodial Services,561720,"$2,500,000–$5,000,000",Sodexo USA,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-08-31,2026-09-20,2028-04-07,2025-05-16,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.usace.army.mil/Business-With-Us/,usace.procurement@usace.army.mil,(202) 761-0011,Primary: Sodexo USA; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00945,London Borough of Southwark — Procurement,Municipal,"London, ENG",UK,Grounds Maintenance & Landscaping Services — London Borough of Southwark,Landscaping & Grounds Maintenance,561710,"$5,000,000–$10,000,000",CACI International,5 Years + 2 Options,2026-08-26,2026-08-01,2026-11-14,2025-06-21,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.southwark.gov.uk/business/procurement,procurement@southwark.gov.uk,+44 207 525 5000,Primary: CACI International; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00947,Queensland Government — QTenders,State,"Brisbane, QLD",AU,Electrical Maintenance & Repair Services — Queensland Government,Electrical Services,493110,"$2,500,000–$5,000,000",CACI International,3 Years,2026-08-21,2026-08-18,2028-04-18,2024-09-25,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://qtenders.epw.qld.gov.au,procurement@epw.qld.gov.au,+61 7 3224 2111,Primary: CACI International; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Paper timesheets — digital workforce management opportunity,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00948,Port of Los Angeles,Port Authority,"Los Angeles, CA",US,HVAC Maintenance & Mechanical Services — Port of Los Angeles,HVAC & Mechanical Services,541512,"$150,000–$300,000",Iron Mountain Inc.,1 Year + 4 Options,2026-07-02,2026-08-20,2027-03-03,2026-02-07,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.portoflosangeles.org/business/procurement,procurement@portla.org,(310) 732-3508,Primary: Iron Mountain Inc.; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00953,Transport for NSW,Transit/Infrastructure,"Sydney, NSW",AU,AI & Process Automation Implementation Services — Transport for NSW,AI & Automation Implementation,561612,"$25,000–$75,000",SAIC (Science Applications International Corp.),3 Years,2026-06-20,2026-11-11,2028-05-01,2026-03-03,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.transport.nsw.gov.au/industry-and-business/procurement,procurement@transport.nsw.gov.au,+61 2 8202 2200,Primary: SAIC (Science Applications International Corp.); Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Paper timesheets — digital workforce management opportunity,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00955,City of Melbourne — Procurement,Municipal,"Melbourne, VIC",AU,Construction & Facility Renovation Services — City of Melbourne,Construction & Renovation,561710,"$25,000–$75,000",Jani-King International,5 Years + 2 Options,2026-08-18,2026-08-01,2027-03-17,2025-12-20,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.melbourne.vic.gov.au/business/tenders-and-contracts,procurement@melbourne.vic.gov.au,+61 3 9658 9658,Primary: Jani-King International; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Manual scheduling of recurring services — automation ROI 300%+,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00956,Port of Los Angeles,Port Authority,"Los Angeles, CA",US,Electrical Maintenance & Repair Services — Port of Los Angeles,Electrical Services,541512,"$1,000,000–$2,500,000",Jani-King International,2 Years,2026-07-26,2026-11-17,2027-10-16,2024-12-18,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.portoflosangeles.org/business/procurement,procurement@portla.org,(310) 732-3508,Primary: Jani-King International; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$10,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00958,City of Chicago — Department of Procurement Services,Municipal,"Chicago, IL",US,Uniformed Security Guard Services — City of Chicago,Security Guard Services,562111,"$25,000,000+",Stericycle Inc.,1 Year,2026-08-11,2026-08-31,2027-05-19,2024-12-30,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://chicago.gov/city/en/depts/dps.html,dps@cityofchicago.org,(312) 744-4900,Primary: Stericycle Inc.; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Paper timesheets — digital workforce management opportunity,"$5,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00959,City of Fairfield — Purchasing,Municipal,"Fairfield, CA",US,Environmental Compliance & Remediation Services — City of Fairfield,Environmental Compliance Services,562111,"$2,500,000–$5,000,000",Leidos Holdings Inc.,5 Years,2026-08-19,2026-10-25,2028-02-17,2025-12-07,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.fairfieldplanroom.com/projects/public,purchasing@fairfield.ca.gov,(707) 428-7495,Primary: Leidos Holdings Inc.; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Paper timesheets — digital workforce management opportunity,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00964,Province of British Columbia — BC Bid,Provincial,"Victoria, BC",CA,Pest Control & Sanitation Services — Province of British Columbia,Pest Control & Sanitation,484110,"$300,000–$500,000",Stericycle Inc.,2 Years,2026-06-30,2026-08-28,2026-09-04,2024-11-24,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.bcbid.gov.bc.ca,bcbid@gov.bc.ca,+1 (250) 387-7000,Primary: Stericycle Inc.; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$10,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00966,California Department of Education (CDE),State,"Sacramento, CA",US,HVAC Maintenance & Mechanical Services — California Department of Education (CDE),HVAC & Mechanical Services,484110,"$300,000–$500,000",Waste Management Inc.,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-08-07,2026-08-28,2028-02-16,2026-05-13,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.cde.ca.gov/re/di/oi/,cde.procurement@cde.ca.gov,(916) 319-0800,Primary: Waste Management Inc.; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00970,Port of Los Angeles,Port Authority,"Los Angeles, CA",US,Electrical Maintenance & Repair Services — Port of Los Angeles,Electrical Services,562111,"$10,000,000–$25,000,000",Securitas Security Services USA,1 Year + 4 Options,2026-08-22,2026-11-14,2028-05-08,2026-03-01,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.portoflosangeles.org/business/procurement,procurement@portla.org,(310) 732-3508,Primary: Securitas Security Services USA; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00974,Department of Transportation (DOT),Federal,"Washington, DC",US,Electrical Maintenance & Repair Services — Department of Transportation (DOT),Electrical Services,561612,"$1,000,000–$2,500,000",Jan-Pro Franchising International,3 Years + 2 Options,2026-07-23,2026-09-28,2028-01-02,2025-09-14,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.transportation.gov/business,dotprocure@dot.gov,(202) 366-4000,Primary: Jan-Pro Franchising International; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00975,California Department of Corrections (CDCR),State,"Sacramento, CA",US,Construction & Facility Renovation Services — California Department of Corrections (CDCR),Construction & Renovation,493110,"$25,000–$75,000",Pitney Bowes Inc.,2 Years,2026-09-18,2026-09-26,2026-09-05,2025-08-16,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.cdcr.ca.gov/procurement/,cdcr.procurement@cdcr.ca.gov,(916) 445-7682,Primary: Pitney Bowes Inc.; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$10,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00976,City of Vancouver — Procurement Services,Municipal,"Vancouver, BC",CA,Temporary Staffing & Workforce Solutions — City of Vancouver,Staffing & Temporary Labor,562111,"$5,000,000–$10,000,000",CACI International,1 Year,2026-08-03,2026-10-19,2026-08-30,2025-03-27,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://vancouver.ca/doing-business/procurement.aspx,procurement@vancouver.ca,+1 (604) 873-7000,Primary: CACI International; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Paper timesheets — digital workforce management opportunity,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00977,City of Seattle — Purchasing & Contracting,Municipal,"Seattle, WA",US,Custodial Services Contract — City of Seattle,Janitorial & Custodial Services,561612,"$500,000–$1,000,000",Sodexo USA,2 Years,2026-08-29,2026-08-09,2027-12-24,2024-12-15,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.seattle.gov/finance-and-administrative-services/contracting,purchasing@seattle.gov,(206) 684-0444,Primary: Sodexo USA; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Email-based bid notifications — automated alert system opportunity,"$10,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00978,City of Sydney — Procurement,Municipal,"Sydney, NSW",AU,Records Management & Document Digitization Services — City of Sydney,Records Management & Digitization,561710,"$1,000,000–$2,500,000",Republic Services Inc.,5 Years,2026-08-29,2026-11-19,2028-03-02,2026-04-16,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.cityofsydney.nsw.gov.au/council/doing-business-with-us,procurement@cityofsydney.nsw.gov.au,+61 2 9265 9333,Primary: Republic Services Inc.; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Paper timesheets — digital workforce management opportunity,"$7,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00980,US Army Corps of Engineers,Federal,"Washington, DC",US,Grounds Maintenance & Landscaping Services — US Army Corps of Engineers,Landscaping & Grounds Maintenance,561710,"$75,000–$150,000",CACI International,3 Years + 2 Options,2026-07-13,2026-08-05,2027-01-30,2026-02-21,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.usace.army.mil/Business-With-Us/,usace.procurement@usace.army.mil,(202) 761-0011,Primary: CACI International; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$5,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00981,Solano County — Purchasing Services,County,"Fairfield, CA",US,Electrical Maintenance & Repair Services — Solano County,Electrical Services,541513,"$300,000–$500,000",Aramark Corporation,3 Years,2026-08-20,2026-08-03,2026-10-07,2024-07-24,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.solanocounty.com/depts/csa/purchasing/,purchasing@solanocounty.com,(707) 784-6100,Primary: Aramark Corporation; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Spreadsheet-based vendor management — CRM integration opportunity,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00982,London Borough of Southwark — Procurement,Municipal,"London, ENG",UK,AI & Process Automation Implementation Services — London Borough of Southwark,AI & Automation Implementation,238320,"$25,000–$75,000",SAIC (Science Applications International Corp.),5 Years + 2 Options,2026-09-17,2026-10-31,2027-11-05,2025-04-12,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.southwark.gov.uk/business/procurement,procurement@southwark.gov.uk,+44 207 525 5000,Primary: SAIC (Science Applications International Corp.); Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Paper timesheets — digital workforce management opportunity,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00987,City of Seattle — Purchasing & Contracting,Municipal,"Seattle, WA",US,Custodial Services Contract — City of Seattle,Janitorial & Custodial Services,493110,"$500,000–$1,000,000",Regional Service Provider,1 Year,2026-08-20,2026-09-22,2027-01-26,2024-10-27,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.seattle.gov/finance-and-administrative-services/contracting,purchasing@seattle.gov,(206) 684-0444,Primary: Regional Service Provider; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Email-based bid notifications — automated alert system opportunity,"$7,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00989,City of Toronto — Purchasing and Materials Management,Municipal,"Toronto, ON",CA,Records Management & Document Digitization Services — City of Toronto,Records Management & Digitization,493110,"$5,000,000–$10,000,000",ManTech International,5 Years,2026-07-11,2026-09-12,2028-03-04,2025-10-24,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.toronto.ca/business-economy/doing-business-with-the-city/purchasing-and-materials-management/,purchasing@toronto.ca,+1 (416) 392-7312,Primary: ManTech International; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$7,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00996,NSW Government — eTendering,State,"Sydney, NSW",AU,Electrical Maintenance & Repair Services — NSW Government,Electrical Services,541512,"$300,000–$500,000",Sodexo USA,1 Year,2026-09-18,2026-08-19,2027-04-22,2025-11-30,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://tenders.nsw.gov.au,procurement@treasury.nsw.gov.au,+61 2 9228 4000,Primary: Sodexo USA; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual contract renewal tracking — automated renewal system opportunity,"$15,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00998,Los Angeles Unified School District (LAUSD),School District,"Los Angeles, CA",US,Grounds Maintenance & Landscaping Services — Los Angeles Unified School District (LAUSD),Landscaping & Grounds Maintenance,561720,"$2,500,000–$5,000,000",Clean Harbors Inc.,1 Year,2026-07-20,2026-08-18,2026-10-16,2025-03-31,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://achieve.lausd.net/Page/1068,procurement@lausd.net,(213) 241-1000,Primary: Clean Harbors Inc.; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Manual contract renewal tracking — automated renewal system opportunity,"$15,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00999,City of Atlanta — Department of Procurement,Municipal,"Atlanta, GA",US,Electrical Maintenance & Repair Services — City of Atlanta,Electrical Services,562111,"$75,000–$150,000",ManTech International,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-08-20,2026-11-15,2028-03-03,2026-05-17,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.atlantaga.gov/government/departments/procurement,procurement@atlantaga.gov,(404) 330-6182,Primary: ManTech International; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01002,California Department of Education (CDE),State,"Sacramento, CA",US,Professional Consulting Services — California Department of Education (CDE),Consulting & Professional Services,561720,"$25,000,000+",Parsons Corporation,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-06-12,2026-07-29,2027-05-30,2026-03-10,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.cde.ca.gov/re/di/oi/,cde.procurement@cde.ca.gov,(916) 319-0800,Primary: Parsons Corporation; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$7,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
