lead_id,company_name,sector,city,county,state,address,phone,email,website,linkedin,owner_name,decision_maker_role,company_size_estimate,local_footprint,operational_status,pain_points,likely_subcontracting_needs,technology_weakness,buying_trigger,lead_quality_score,urgency_score,estimated_contract_value,outreach_angle,best_first_contact,follow_up_cadence,notes,status,assigned_to
SC-0001,[Research Required] Property Management Company 1 — Vallejo,Property Management,Vallejo,Solano County,CA,"[Research Required] Vallejo, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Contractor reliability, documentation gaps, compliance exposure","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",8,5,"$8,000 - $35,000/yr",Lead with compliance risk and contractor verification protocol,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0127,[Research Required] Maintenance Company 1 — Vallejo,Maintenance,Vallejo,Solano County,CA,"[Research Required] Vallejo, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0128,[Research Required] Maintenance Company 2 — Vallejo,Maintenance,Vallejo,Solano County,CA,"[Research Required] Vallejo, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0129,[Research Required] Maintenance Company 3 — Vallejo,Maintenance,Vallejo,Solano County,CA,"[Research Required] Vallejo, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0130,[Research Required] Maintenance Company 1 — Benicia,Maintenance,Benicia,Solano County,CA,"[Research Required] Benicia, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0131,[Research Required] Maintenance Company 2 — Benicia,Maintenance,Benicia,Solano County,CA,"[Research Required] Benicia, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0132,[Research Required] Maintenance Company 3 — Benicia,Maintenance,Benicia,Solano County,CA,"[Research Required] Benicia, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0133,[Research Required] Maintenance Company 1 — Fairfield,Maintenance,Fairfield,Solano County,CA,"[Research Required] Fairfield, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0134,[Research Required] Maintenance Company 2 — Fairfield,Maintenance,Fairfield,Solano County,CA,"[Research Required] Fairfield, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0135,[Research Required] Maintenance Company 3 — Fairfield,Maintenance,Fairfield,Solano County,CA,"[Research Required] Fairfield, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0136,[Research Required] Maintenance Company 1 — Vacaville,Maintenance,Vacaville,Solano County,CA,"[Research Required] Vacaville, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0137,[Research Required] Maintenance Company 2 — Vacaville,Maintenance,Vacaville,Solano County,CA,"[Research Required] Vacaville, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0138,[Research Required] Maintenance Company 3 — Vacaville,Maintenance,Vacaville,Solano County,CA,"[Research Required] Vacaville, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0139,[Research Required] Maintenance Company 1 — American Canyon,Maintenance,American Canyon,Solano County,CA,"[Research Required] American Canyon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0140,[Research Required] Maintenance Company 2 — American Canyon,Maintenance,American Canyon,Solano County,CA,"[Research Required] American Canyon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0141,[Research Required] Maintenance Company 3 — American Canyon,Maintenance,American Canyon,Solano County,CA,"[Research Required] American Canyon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0142,[Research Required] Maintenance Company 1 — Dixon,Maintenance,Dixon,Solano County,CA,"[Research Required] Dixon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0143,[Research Required] Maintenance Company 2 — Dixon,Maintenance,Dixon,Solano County,CA,"[Research Required] Dixon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0144,[Research Required] Maintenance Company 3 — Dixon,Maintenance,Dixon,Solano County,CA,"[Research Required] Dixon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0145,[Research Required] Maintenance Company 1 — Rio Vista,Maintenance,Rio Vista,Solano County,CA,"[Research Required] Rio Vista, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0146,[Research Required] Maintenance Company 2 — Rio Vista,Maintenance,Rio Vista,Solano County,CA,"[Research Required] Rio Vista, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0147,[Research Required] Maintenance Company 3 — Rio Vista,Maintenance,Rio Vista,Solano County,CA,"[Research Required] Rio Vista, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0148,[Research Required] Fleet Services Company 1 — Vallejo,Fleet Services,Vallejo,Solano County,CA,"[Research Required] Vallejo, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Preventive maintenance gaps, driver logs, fuel cost overruns","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$8,000 - $40,000/yr",Lead with preventive maintenance ROI and compliance,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0149,[Research Required] Fleet Services Company 2 — Vallejo,Fleet Services,Vallejo,Solano County,CA,"[Research Required] Vallejo, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Preventive maintenance gaps, driver logs, fuel cost overruns","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$8,000 - $40,000/yr",Lead with preventive maintenance ROI and compliance,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0150,[Research Required] Fleet Services Company 3 — Vallejo,Fleet Services,Vallejo,Solano County,CA,"[Research Required] Vallejo, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Preventive maintenance gaps, driver logs, fuel cost overruns","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$8,000 - $40,000/yr",Lead with preventive maintenance ROI and compliance,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0151,[Research Required] Fleet Services Company 1 — Benicia,Fleet Services,Benicia,Solano County,CA,"[Research Required] Benicia, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Preventive maintenance gaps, driver logs, fuel cost overruns","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$8,000 - $40,000/yr",Lead with preventive maintenance ROI and compliance,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0152,[Research Required] Fleet Services Company 2 — Benicia,Fleet Services,Benicia,Solano County,CA,"[Research Required] Benicia, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Preventive maintenance gaps, driver logs, fuel cost overruns","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$8,000 - $40,000/yr",Lead with preventive maintenance ROI and compliance,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0153,[Research Required] Fleet Services Company 3 — Benicia,Fleet Services,Benicia,Solano County,CA,"[Research Required] Benicia, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Preventive maintenance gaps, driver logs, fuel cost overruns","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$8,000 - $40,000/yr",Lead with preventive maintenance ROI and compliance,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0154,[Research Required] Fleet Services Company 1 — Fairfield,Fleet Services,Fairfield,Solano County,CA,"[Research Required] Fairfield, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Preventive maintenance gaps, driver logs, fuel cost overruns","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$8,000 - $40,000/yr",Lead with preventive maintenance ROI and compliance,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0155,[Research Required] Fleet Services Company 2 — Fairfield,Fleet Services,Fairfield,Solano County,CA,"[Research Required] Fairfield, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Preventive maintenance gaps, driver logs, fuel cost overruns","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$8,000 - $40,000/yr",Lead with preventive maintenance ROI and compliance,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0156,[Research Required] Fleet Services Company 3 — Fairfield,Fleet Services,Fairfield,Solano County,CA,"[Research Required] Fairfield, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Preventive maintenance gaps, driver logs, fuel cost overruns","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$8,000 - $40,000/yr",Lead with preventive maintenance ROI and compliance,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0157,[Research Required] Fleet Services Company 1 — Vacaville,Fleet Services,Vacaville,Solano County,CA,"[Research Required] Vacaville, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Preventive maintenance gaps, driver logs, fuel cost overruns","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$8,000 - $40,000/yr",Lead with preventive maintenance ROI and compliance,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0158,[Research Required] Fleet Services Company 2 — Vacaville,Fleet Services,Vacaville,Solano County,CA,"[Research Required] Vacaville, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Preventive maintenance gaps, driver logs, fuel cost overruns","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$8,000 - $40,000/yr",Lead with preventive maintenance ROI and compliance,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0159,[Research Required] Fleet Services Company 3 — Vacaville,Fleet Services,Vacaville,Solano County,CA,"[Research Required] Vacaville, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Preventive maintenance gaps, driver logs, fuel cost overruns","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$8,000 - $40,000/yr",Lead with preventive maintenance ROI and compliance,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0160,[Research Required] Fleet Services Company 1 — American Canyon,Fleet Services,American Canyon,Solano County,CA,"[Research Required] American Canyon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Preventive maintenance gaps, driver logs, fuel cost overruns","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$8,000 - $40,000/yr",Lead with preventive maintenance ROI and compliance,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0161,[Research Required] Fleet Services Company 2 — American Canyon,Fleet Services,American Canyon,Solano County,CA,"[Research Required] American Canyon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Preventive maintenance gaps, driver logs, fuel cost overruns","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$8,000 - $40,000/yr",Lead with preventive maintenance ROI and compliance,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0162,[Research Required] Fleet Services Company 3 — American Canyon,Fleet Services,American Canyon,Solano County,CA,"[Research Required] American Canyon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Preventive maintenance gaps, driver logs, fuel cost overruns","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$8,000 - $40,000/yr",Lead with preventive maintenance ROI and compliance,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0163,[Research Required] Fleet Services Company 1 — Dixon,Fleet Services,Dixon,Solano County,CA,"[Research Required] Dixon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Preventive maintenance gaps, driver logs, fuel cost overruns","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$8,000 - $40,000/yr",Lead with preventive maintenance ROI and compliance,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0164,[Research Required] Fleet Services Company 2 — Dixon,Fleet Services,Dixon,Solano County,CA,"[Research Required] Dixon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Preventive maintenance gaps, driver logs, fuel cost overruns","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$8,000 - $40,000/yr",Lead with preventive maintenance ROI and compliance,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0165,[Research Required] Fleet Services Company 3 — Dixon,Fleet Services,Dixon,Solano County,CA,"[Research Required] Dixon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Preventive maintenance gaps, driver logs, fuel cost overruns","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$8,000 - $40,000/yr",Lead with preventive maintenance ROI and compliance,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
