lead_id,company_name,sector,city,county,state,address,phone,email,website,linkedin,owner_name,decision_maker_role,company_size_estimate,local_footprint,operational_status,pain_points,likely_subcontracting_needs,technology_weakness,buying_trigger,lead_quality_score,urgency_score,estimated_contract_value,outreach_angle,best_first_contact,follow_up_cadence,notes,status,assigned_to
SC-0001,[Research Required] Property Management Company 1 — Vallejo,Property Management,Vallejo,Solano County,CA,"[Research Required] Vallejo, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Contractor reliability, documentation gaps, compliance exposure","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",8,5,"$8,000 - $35,000/yr",Lead with compliance risk and contractor verification protocol,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0097,[Research Required] Industrial Services Company 1 — American Canyon,Industrial Services,American Canyon,Solano County,CA,"[Research Required] American Canyon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Safety documentation, equipment tracking, OSHA compliance","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$12,000 - $60,000/yr",Lead with OSHA compliance and documentation architecture,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0098,[Research Required] Industrial Services Company 2 — American Canyon,Industrial Services,American Canyon,Solano County,CA,"[Research Required] American Canyon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Safety documentation, equipment tracking, OSHA compliance","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$12,000 - $60,000/yr",Lead with OSHA compliance and documentation architecture,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0099,[Research Required] Industrial Services Company 3 — American Canyon,Industrial Services,American Canyon,Solano County,CA,"[Research Required] American Canyon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Safety documentation, equipment tracking, OSHA compliance","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$12,000 - $60,000/yr",Lead with OSHA compliance and documentation architecture,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0100,[Research Required] Industrial Services Company 1 — Dixon,Industrial Services,Dixon,Solano County,CA,"[Research Required] Dixon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Safety documentation, equipment tracking, OSHA compliance","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$12,000 - $60,000/yr",Lead with OSHA compliance and documentation architecture,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0101,[Research Required] Industrial Services Company 2 — Dixon,Industrial Services,Dixon,Solano County,CA,"[Research Required] Dixon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Safety documentation, equipment tracking, OSHA compliance","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$12,000 - $60,000/yr",Lead with OSHA compliance and documentation architecture,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0102,[Research Required] Industrial Services Company 3 — Dixon,Industrial Services,Dixon,Solano County,CA,"[Research Required] Dixon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Safety documentation, equipment tracking, OSHA compliance","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$12,000 - $60,000/yr",Lead with OSHA compliance and documentation architecture,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0103,[Research Required] Industrial Services Company 1 — Rio Vista,Industrial Services,Rio Vista,Solano County,CA,"[Research Required] Rio Vista, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Safety documentation, equipment tracking, OSHA compliance","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$12,000 - $60,000/yr",Lead with OSHA compliance and documentation architecture,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0104,[Research Required] Industrial Services Company 2 — Rio Vista,Industrial Services,Rio Vista,Solano County,CA,"[Research Required] Rio Vista, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Safety documentation, equipment tracking, OSHA compliance","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$12,000 - $60,000/yr",Lead with OSHA compliance and documentation architecture,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0105,[Research Required] Industrial Services Company 3 — Rio Vista,Industrial Services,Rio Vista,Solano County,CA,"[Research Required] Rio Vista, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Safety documentation, equipment tracking, OSHA compliance","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$12,000 - $60,000/yr",Lead with OSHA compliance and documentation architecture,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0106,[Research Required] Construction Company 1 — Vallejo,Construction,Vallejo,Solano County,CA,"[Research Required] Vallejo, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0107,[Research Required] Construction Company 2 — Vallejo,Construction,Vallejo,Solano County,CA,"[Research Required] Vallejo, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0108,[Research Required] Construction Company 3 — Vallejo,Construction,Vallejo,Solano County,CA,"[Research Required] Vallejo, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0109,[Research Required] Construction Company 1 — Benicia,Construction,Benicia,Solano County,CA,"[Research Required] Benicia, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0110,[Research Required] Construction Company 2 — Benicia,Construction,Benicia,Solano County,CA,"[Research Required] Benicia, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0111,[Research Required] Construction Company 3 — Benicia,Construction,Benicia,Solano County,CA,"[Research Required] Benicia, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0112,[Research Required] Construction Company 1 — Fairfield,Construction,Fairfield,Solano County,CA,"[Research Required] Fairfield, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0113,[Research Required] Construction Company 2 — Fairfield,Construction,Fairfield,Solano County,CA,"[Research Required] Fairfield, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0114,[Research Required] Construction Company 3 — Fairfield,Construction,Fairfield,Solano County,CA,"[Research Required] Fairfield, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0115,[Research Required] Construction Company 1 — Vacaville,Construction,Vacaville,Solano County,CA,"[Research Required] Vacaville, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0116,[Research Required] Construction Company 2 — Vacaville,Construction,Vacaville,Solano County,CA,"[Research Required] Vacaville, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0117,[Research Required] Construction Company 3 — Vacaville,Construction,Vacaville,Solano County,CA,"[Research Required] Vacaville, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0118,[Research Required] Construction Company 1 — American Canyon,Construction,American Canyon,Solano County,CA,"[Research Required] American Canyon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0119,[Research Required] Construction Company 2 — American Canyon,Construction,American Canyon,Solano County,CA,"[Research Required] American Canyon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0120,[Research Required] Construction Company 3 — American Canyon,Construction,American Canyon,Solano County,CA,"[Research Required] American Canyon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0121,[Research Required] Construction Company 1 — Dixon,Construction,Dixon,Solano County,CA,"[Research Required] Dixon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0122,[Research Required] Construction Company 2 — Dixon,Construction,Dixon,Solano County,CA,"[Research Required] Dixon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0123,[Research Required] Construction Company 3 — Dixon,Construction,Dixon,Solano County,CA,"[Research Required] Dixon, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0124,[Research Required] Construction Company 1 — Rio Vista,Construction,Rio Vista,Solano County,CA,"[Research Required] Rio Vista, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0125,[Research Required] Construction Company 2 — Rio Vista,Construction,Rio Vista,Solano County,CA,"[Research Required] Rio Vista, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0126,[Research Required] Construction Company 3 — Rio Vista,Construction,Rio Vista,Solano County,CA,"[Research Required] Rio Vista, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Subcontractor management, change order disputes, documentation","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$10,000 - $50,000/yr",Lead with subcontractor management and change order protection,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0127,[Research Required] Maintenance Company 1 — Vallejo,Maintenance,Vallejo,Solano County,CA,"[Research Required] Vallejo, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0128,[Research Required] Maintenance Company 2 — Vallejo,Maintenance,Vallejo,Solano County,CA,"[Research Required] Vallejo, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0129,[Research Required] Maintenance Company 3 — Vallejo,Maintenance,Vallejo,Solano County,CA,"[Research Required] Vallejo, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0130,[Research Required] Maintenance Company 1 — Benicia,Maintenance,Benicia,Solano County,CA,"[Research Required] Benicia, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0131,[Research Required] Maintenance Company 2 — Benicia,Maintenance,Benicia,Solano County,CA,"[Research Required] Benicia, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0132,[Research Required] Maintenance Company 3 — Benicia,Maintenance,Benicia,Solano County,CA,"[Research Required] Benicia, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0133,[Research Required] Maintenance Company 1 — Fairfield,Maintenance,Fairfield,Solano County,CA,"[Research Required] Fairfield, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0134,[Research Required] Maintenance Company 2 — Fairfield,Maintenance,Fairfield,Solano County,CA,"[Research Required] Fairfield, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0135,[Research Required] Maintenance Company 3 — Fairfield,Maintenance,Fairfield,Solano County,CA,"[Research Required] Fairfield, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Single-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,Cold email with market insight attachment,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
SC-0136,[Research Required] Maintenance Company 1 — Vacaville,Maintenance,Vacaville,Solano County,CA,"[Research Required] Vacaville, CA",[Research Required],[Research Required],[Research Required],[Research Required],[Research Required],Owner / Operations Director,5-50 employees,Multi-location,Active — Verify,"Scheduling inefficiency, parts procurement, technician accountability","Project management, compliance documentation, AI automation","Manual processes, spreadsheet-based tracking, no CRM","Compliance violation, growth phase, contractor failure, audit",6,5,"$5,000 - $25,000/yr",Lead with scheduling efficiency and technician accountability,LinkedIn connection + personalized message,Day 1: Initial outreach | Day 4: Follow-up | Day 10: Value-add | Day 21: Check-in,Verify existence and contact info before outreach,Uncontacted,Arthur F. Appling Sr.
